firstname,gender,tokens
kat,female,"['first', 'one', 'order', 'didnt', 'work', 'return', 'second', 'one', 'arriv', 'work', 'goe', 'random', 'motion', 'around', 'also', 'goe', 'alreadi', 'light', 'room', 'noth', 'special', 'got', 'awhil', 'ago', 'use', 'enough', 'fill', 'three', 'time', 'time', 'nightmar', 'becaus', 'lid', 'get', 'veri', 'stuck', 'use', 'wrench', 'wouldnt', 'come', 'realli', 'see', 'advantag', 'bottl', 'use', 'month', 'like', 'grip', 'awhil', 'doesnt', 'matter', 'becaus', 'pain', 'use', 'glue', 'get', 'dri', 'lid', 'nozzl', 'get', 'stuck', 'whi', 'would', 'pay', 'alraedi', 'get', 'free', 'give', 'two', 'star', 'cuz', 'grip', 'bottl', 'get', 'free', 'free', 'one', 'look', 'cooler', 'use', 'exclus', 'face', 'wash', 'tini', 'bit', 'pat', 'skin', 'help', 'keep', 'skin', 'soft', 'suppl', 'put', 'matt', 'neutrogena', 'sunscreen', 'top', 'good', 'go', 'get', 'compliment', 'skin', 'glow', 'attribut', 'oil', 'skin', 'natur', 'veri', 'oili', 'put', 'oil', 'actual', 'seem', 'caus', 'skin', 'produc', 'lot', 'less', 'oil', 'absolut', 'recommend', 'definit', 'recommend', 'bought', 'helper', 'heal', 'troublesom', 'pierc', 'issu', 'conveni', 'wish', 'done', 'littl', 'research', 'befor', 'buy', 'state', 'activ', 'ingredi', 'bactin', 'lesser', 'percentag', 'realli', 'pay', 'lesser', 'qualiti', 'antibiot', 'far', 'less', 'amount', 'total', 'simpl', 'conveni', 'save', 'money', 'buy', 'bottl', 'bactin', 'qtip', 'nice', 'conveni', 'good', 'bactin', 'im', 'buy', 'anyth', 'oil', 'olay', 'bc', 'test', 'anim', 'id', 'rather', 'spend', 'anoth', 'compani', 'somewhat', 'soul', 'test', 'anim']"
kate,female,"['like', 'much', 'better', 'old', 'pinch', 'cutter', 'shear', 'cutter', 'requir', 'less', 'forc', 'easier', 'hand', 'dont', 'leav', 'danger', 'sharp', 'edg', 'wire', 'cut', 'pinch', 'cutter', 'doth', 'handl', 'comfort', 'attract', 'bright', 'red', 'color', 'make', 'easier', 'find', 'tool', 'boxth', 'one', 'downsid', 'cut', 'jaw', 'close', 'posit', 'mean', 'scrabbl', 'tool', 'box', 'could', 'cut', 'could', 'also', 'time', 'becom', 'dull', 'rub', 'toolsmad', 'usa', 'work', 'great', 'honest', 'didnt', 'expect', 'like', 'product', 'thought', 'id', 'order', 'give', 'tri', 'onc', 'get', 'hang', 'applic', 'easi', 'doe', 'take', 'applic', 'achiev', 'desir', 'color', 'honest', 'dont', 'mind', 'one', 'eye', 'go', 'back', 'etc', 'take', 'minut', 'go', 'youtub', 'search', 'product', 'godefroy', 'video', 'tutori', 'show', 'exact', 'appli', 'extrem', 'helpfulus', 'product', 'much', 'cheaper', 'go', 'saloni', 'use', 'spend', 'get', 'eyelash', 'eyebrow', 'dy', 'product', 'salon', 'burn', 'skin', 'bit', 'experienc', 'irrit', 'whatsoev', 'godefroy', 'use', 'black', 'eyelash', 'dark', 'brown', 'eyebrow', 'high', 'recommend', 'product', 'love', 'product', 'im', 'mass', 'tout', 'product', 'smell', 'like', 'tote', 'henc', 'star', 'smell', 'like', 'sweet', 'cupcak', 'scratch', 'n', 'sniff', 'sticker', 'said', 'lock', 'luscious', 'love', 'quick', 'face', 'mask', 'say', 'get', 'pronto', 'love8230but', 'need', 'clothespin', 'nose', 'appli', 'use', 'everydayi', 'use', 'mani', 'time', 'night', 'befor', 'sleepbut', 'internet', 'said', 'dont', 'use', 'much', 'time', 'okay', 'toner', 'left', 'skin', 'feel', 'veri', 'tight', 'dri', 'purchas', 'becaus', 'allnatur', 'alcoholfre', 'wasnt', 'good', 'match', 'skin', 'im', 'fair', 'combin', 'skin', 'lean', 'toward', 'dryness', 'realli', 'want', 'like', 'dri']"
katerina,female,"['love', 'concept', 'hardwar', 'hang', 'includ', 'open', 'hook', 'hose', 'right', 'side', 'shown', 'cut', 'hope', 'match', 'im', 'littl', 'irrit', 'part', 'includ']"
katherine,female,"['love', 'glass', 'nail', 'file', 'bought', 'find', 'crystal', 'file', 'gentl', 'nail', 'nail', 'grow', 'fast', 'late', 'ive', 'alway', 'problem', 'peel', 'think', 'great', 'buy', 'veri', 'nice', 'qualiti', 'file', 'even', 'got', 'free', 'mini', 'glass', 'file', 'includ', 'order', 'great', 'bonus', 'love', 'forev', 'go', 'back', 'use', 'emeri', 'board', 'great', 'nail', 'file', 'gave', 'ancient', 'secret', 'dead', 'sea', 'bath', 'salt', 'unscent', 'five', 'star', 'becaus', 'like', 'better', 'dead', 'sea', 'salt', 'market', 'good', 'product', 'extrem', 'entertain', 'want', 'see', 'love', 'write', 'act', 'veri', 'comic', 'charact', 'build', 'twist', 'fantast', 'extrem', 'skeptic', 'pay', 'much', 'male', 'face', 'mask', 'product', 'review', 'convinc', 'worth', 'tri', 'moder', 'sever', 'acn', 'ten', 'year', 'much', 'better', 'teenag', 'use', 'product', 'twice', 'week', 'minut', 'time', 'remov', 'much', 'oil', 'face', 'made', 'skin', 'feel', 'much', 'smoother', 'even', 'rememb', 'littl', 'bump', 'use', 'form', 'seem', 'disappear', 'larg', 'one', 'disappear', 'well', 'product', 'help', 'clear', 'face', 'prevent', 'new', 'breakout', 'make', 'face', 'feel', 'cleans', 'definit', 'worth', 'price', 'excel', 'product', 'fingerprint', 'smear', 'foundat', 'one', 'end', 'sticker', 'would', 'prove', 'unus', 'half', 'peel', 'becaus', 'open', 'disappoint', 'scare', 'use', 'uh', 'product', 'reciev', 'open', 'use']"
kathleen,female,"['realli', 'like', 'light', 'form', 'ge', 'reveal', 'light', 'bulb', 'realli', 'doe', 'make', 'color', 'look', 'true', 'unfortun', 'order', 'wrong', 'size', 'purchas', 'correct', 'one', 'soon', 'reveal', 'floodlight', 'devic', 'save', 'life', 'carbon', 'monoxid', 'fill', 'hous', 'due', 'faulti', 'furnac', 'devic', 'suppos', 'doth', 'alarm', 'sound', 'dure', 'middl', 'night', 'woke', 'could', 'realiz', 'happen', 'handl', 'situat', 'bought', 'two', 'part', 'hous', 'life', 'saver', 'realli', 'work', 'well', 'remov', 'mani', 'thing', 'skin', 'tag', 'difficult', 'pimpl', 'wont', 'go', 'away', 'allot', 'work', 'wonder', 'mani', 'thing', 'use', 'chemic', 'peel', 'last', 'night', 'veri', 'first', 'time', 'direct', 'came', 'bottl', 'superb', 'microdermabras', 'free', 'sampl', 'crystal', 'nice', 'ad', 'bonus', 'frost', 'said', 'would', 'skin', 'look', 'fair', 'normal', 'today', 'im', 'sure', 'peel', 'direct', 'said', 'leav', 'minut', 'sinc', 'first', 'time', 'higher', 'strength', 'left', 'closer', 'minut', 'may', 'fulli', 'peel', 'im', 'still', 'happi', 'process', 'skin', 'feel', 'smoother', 'today', 'bought', 'help', 'acn', 'scar', 'work', 'said', 'would', 'ive', 'use', 'month', 'realli', 'like', 'help', 'heavi', 'period', 'great', 'hot', 'flash', 'love', 'use', 'yesterday', 'extrem', 'satisfi', 'color', 'perfect', 'shine', 'beauti', 'use', 'revlon', 'colorsilk', 'discontinu', 'strawberri', 'blond', 'like', 'nice', 'n', 'easi', 'better', 'dont', 'discontinu', 'shade', 'satisfi', 'nice', 'n', 'easi', 'strawberri', 'blond', 'nice', 'thick', 'cream', 'wonder', 'smell', 'soften', 'skin', 'expens', 'ridicul', 'pay', 'ounc', 'never', 'good', 'deal', 'love', 'obsess', '80s', 'decid', 'buy', 'slight', 'differ', 'fragranc', '34real34', 'obsess', 'research', 'learn', 'year', 'back', '34reformulated34', 'love', 'fragranc', 'know', 'ident', 'fragranc', 'may', 'rememb', 'nice', 'origin', 'order', 'product', 'twice', 'time', 'product', 'smell', 'rancid', 'old', 'use', 'bodi', 'shop', 'pink', 'grapefruit', 'year', 'order', 'vendor', 'old', 'stock']"
kathryn,female,"['fair', 'freck', 'skin', 'like', 'lightweight', 'sheer', 'product', 'make', 'cheek', 'look', 'littl', 'natur', 'flush', 'sunburn', 'instead', 'pasti', 'dead', 'perfect', 'natur', 'look', 'flush', 'thought', 'onli', 'reason', 'rate', 'high', 'becaus', 'low', 'price', 'peopl', 'expect', 'noth', 'got', 'littleno', 'wayiv', 'use', 'three', 'day', 'see', 'outer', 'corner', 'eye', 'thick', 'lash', 'im', 'run', 'room', 'xd', 'overal', 'length', 'increas', 'drasticallyin', 'fortun', 'littl', 'uneven', 'growth', 'dont', 'care', 'much', 'im', 'sure', 'even', 'outbut', 'wow', 'holi', 'crap', 'work', 'lotion', 'meet', 'expect', 'within', 'day', 'use', 'saw', 'improv', 'color', 'would', 'recommend', 'product', 'veri', 'disappoint', 'like', 'much', 'quick', 'heavi', 'good', 'choic', 'set', 'veri', 'quiet', 'ive', 'alreadi', 'purchas', 'two', 'gift', 'great', 'hairdryer', 'first', 'let', 'give', 'quick', 'backround', 'skin', 'ive', 'suffer', 'acn', 'prone', 'combin', 'skin', 'sinc', 'hit', 'puberti', 'onc', 'start', 'take', 'oral', 'contracept', 'got', 'older', 'skin', 'got', 'better', 'never', 'clear', 'due', 'health', 'issu', 'stop', 'take', 'bp', 'pill', 'skin', 'went', 'nut', 'winter', 'hit', 'onli', 'acn', 'everywher', 'also', 'red', 'itchi', 'dri', 'patch', 'eczema', 'bumpsthen', 'week', 'half', 'ago', 'got', 'sampl', 'whole', 'food', 'first', 'wash', 'longer', 'itchi', 'red', 'calm', 'ton', 'wasnt', 'produc', 'ton', 'oil', 'tzone', 'skin', 'felt', 'also', 'sampl', 'anoth', 'cleanser', 'want', 'tri', 'one', 'befor', 'decid', 'buy', 'hefti', 'price', 'one', 'dri', 'skin', 'made', 'red', 'instant', 'later', 'day', 'went', 'purchas', 'whole', 'bottl', 'week', 'later', 'skin', 'feel', 'great', 'yes', 'still', 'bump', 'blemish', 'need', 'fade', 'noth', 'new', 'pop', 'face', 'love', 'gentl', 'cleans', 'milk', 'im', 'happi', 'found', 'simpli', 'wonder', 'peopl', 'ask', 'return', 'vacat', 'give', 'nice', 'veri', 'natur', 'glow', 'never', 'obvious', 'hope', 'never', 'decid', 'discontinu', 'product', 'love', 'total', 'avoid', 'eye', 'wash', 'face', 'ive', 'gotten', 'product', 'eye', 'coupl', 'time', 'hurt', 'like', 'hell', 'worth', 'risk', 'eye', 'bloodshot', 'ach', 'write', 'stick', 'yes', 'carrot', 'face', 'wash', 'omg', 'burn', 'eye', 'read', 'review', 'felt', 'negat', 'buy', 'fragranc', 'onlin', 'decid', 'risk', 'veri', 'pleas', 'purchas', 'scent', 'stay', 'day', 'get', 'enough', 'man', 'bought', 'christma', 'present', 'rememb', 'vendor', 'intend', 'search', 'fragranc', 'want', 'veri', 'pleas']"
kathy,female,"['bit', 'broke', 'first', 'time', 'use', 'shorn', 'run', 'piec', 'oak', 'work', 'onit', 'probabl', 'made', 'china', 'ani', 'case', 'would', 'never', 'buy', 'anoth', 'freud', 'bit', 'recommend', 'anyon', 'freud', 'doubl', 'flute', 'spiral', 'bit', 'batteri', 'isnt', 'realli', 'backup', 'mandatori', 'onc', 'batteri', 'start', 'go', 'littl', 'low', 'unit', 'beep', 'frequent', 'otherwis', 'work', 'unit', 'unplug', 'allow', 'sleep', 'one', 'doesnt', 'brand', 'new', 'batteri', 'ready2', 'reset', 'doesnt', 'work', 'max', 'level', 'never', 'goe', 'back', 'zero', 'unless', 'unplug', 'remov', 'batteri', 'work', 'correct', 'question', 'accuraci', 'entir', 'unit', 'two', 'serious', 'flaw', 'son', 'pleas', 'well', 'men', 'christma', 'use', 'one', 'armi', 'pleas', 'perform', 'love', 'simpl', 'quiet', 'float', 'adjust', 'simpl', 'reliabl', 'onli', 'fear', 'water', 'may', 'leak', 'pipe', 'go', 'straight', 'abov', 'motor', 'motor', 'hous', 'shielded8230', 'guess', 'could', 'fix', 'plastic', 'plate', 'someth', 'work', 'fine', 'far8230', 'work', 'fine', 'year', 'now8230', 'veri', 'nice', 'dryer', 'actual', 'second', 'one', 'wore', 'first', 'one', 'mani', 'year', 'daili', 'use', 'onli', 'complaint', 'small', 'one', 'night', 'light', 'bright', 'need', 'tone', 'littl', 'great', 'hair', 'dryer', 'hangup', 'hair', 'dryer', 'love', 'productth', 'moistur', 'heavi', 'hard', 'find', 'area', 'lot', 'fragranc', 'us', 'allergi', 'great', 'product', 'good', 'servic', 'definit', 'subtl', 'seduct', 'scent', 'ive', 'jil', 'sander', 'faith', 'year', 'oldest', 'daughter', 'jil', 'fan', 'fav', 'jil', 'buy', 'tube', 'hair', 'color', 'box', 'could', 'go', 'groceri', 'store', 'buy', 'half', 'cost', 'think', 'buy', 'product', 'discontinu', 'almost', 'everywher', 'well', 'purchas', 'dermatologist', 'offic', 'year', 'ago', 'tri', 'fix', 'skin', 'ever', 'sinc', 'left', 'check', 'scar', 'dermatologist', 'offic', 'longer', 'carri', 'becaus', 'thing', 'everyon', 'sold', 'tri', 'find', 'kind', 'class', 'action', 'lawsuit', 'compani', 'bad', 'buy', 'product', 'ani', 'amount', 'money', 'use', 'given', 'free', 'fort', 'facial', 'cleanser', 'destroy', 'face', '34goto34', 'shampoo', 'condition', 'help', 'even', 'coars', 'white', 'hair', 'manageableand', 'rest', 'well', 'take', 'care', 'gray', 'hair', 'littl', 'earli', 'tell', 'confition', 'help', 'hair', 'growth', 'onli', 'tri', 'time', 'doe', 'appear', 'hair', 'front', 'scalp', 'start', 'come', 'longer', 'littl', 'earli', 'tell', 'veri', 'chap', 'skin', 'around', 'eye', 'tri', 'differ', 'product', 'noth', 'help', 'use', 'product', 'skin', 'around', 'eye', 'complet', 'clear', 'fine', 'sinc', 'start', 'use', 'chap', 'red', 'eyelid', 'veri', 'dri', 'skin', 'thought', 'felt', 'realli', 'nice', 'first', 'time', 'appli', 'zit', 'usual', 'blemish', 'free', 'face', 'veri', 'greasi']"
katie,female,"['thing', 'awesom', 'cant', 'beat', 'price', 'super', 'easi', 'clean', 'paint', 'result', 'excel', 'sometim', 'simpl', 'design', 'best', 'best', 'thing', 'sinc', 'slice', 'bread', 'two', 'son', 'like', 'help', 'bring', 'firewood', 'work', 'fit', 'great', 'also', 'think', 'cool', 'becaus', 'look', 'like', 'dad', 'glove', 'plan', 'buy', 'work', 'great', 'start', 'use', 'product', 'first', 'introduc', 'sever', 'year', 'ago', 'job', 'requir', 'front', 'make', 'present', 'better', 'part', 'ani', 'given', 'day', 'import', 'look', 'best', 'complexion', 'veri', 'fair', 'natur', 'lip', 'color', 'bare', 'beigei', 'use', 'lipstick', 'morn', 'time', 'eaten', 'dinner', 'check', 'hotel', 'room', 'still', 'color', 'lip', 'littl', 'dri', 'appli', 'gloss', 'occasion', 'although', 'make', 'lipstick', 'fade', 'bit', 'quicklyiv', 'also', 'found', 'appli', 'immedi', 'add', 'gloss', 'somehow', 'long', 'last', 'effect', 'impart', 'gloss', 'lipstick', 'dri', 'great', 'colorslong', 'last', 'goto', 'sunburn', 'lotion', 'sooth', 'sunburn', 'without', 'leav', 'sticki', 'residu', 'mani', 'type', 'known', 'best', 'market', 'could', 'chose', 'star', 'would', 'impost', 'would', 'nice', 'know', 'befor', 'spent', 'money', 'someth', 'abl', 'return', 'veri', 'veri', 'upset', 'peopl', 'honest', 'sell', 'impost', 'sure', 'get', 'pictur', 'extrem', 'happi', 'chang', 'rrate', 'reflect', 'unsur', 'realli', 'like', 'product', 'cover', 'ani', 'imperfect', 'well', 'warm', 'finger', 'rub', 'surfac', 'make', 'sure', 'consist', 'right', 'didnt', 'well', 'eye', 'got', 'pretti', 'cakey', 'creas', 'littl', 'bit', 'cover', 'everyth', 'els', 'veri', 'nice', 'still', 'happi', 'realli', 'like']"
katy,female,"['purchas', 'two', 'fold', 'shelf', 'bracket', 'support', 'thick', 'x', 'deep', 'x', 'long', 'desk', 'attach', 'wall', 'save', 'space', 'small', 'bedroom', 'made', 'sure', 'attach', 'wall', 'stud', 'help', 'support', 'weight', 'hope', 'bracket', 'would', 'strong', 'enough', 'support', 'rest', 'work', 'veri', 'well', 'hope', 'done', 'use', 'desk', 'space', 'simpli', 'fold', 'desk', 'rest', 'close', 'wall', 'desk', 'doe', 'lean', 'slight', 'back', 'wall', 'could', 'level', 'shim', 'decid', 'keep', 'becaus', 'slight', 'simpli', 'pinch', 'end', 'bracket', 'lift', 'gentl', 'time', 'releas', 'bracket', 'fold', 'desk', 'bit', 'pricey', 'space', 'save', 'abil', 'weight', 'support', 'work', 'veri', 'well', 'would', 'definit', 'purchas', 'review', 'fold', 'shelf', 'bracket', 'son', 'receiv', 'christma', 'expect', 'smell', 'realli', 'childish', 'obnoxi', 'prepar', 'could', 'smell', 'like', 'superherobut', 'actual', 'smell', 'like', 'grown', 'man', 'cologn', 'strong', 'mix', 'chrome', 'axe', 'phoenix', 'muski', 'fresh', 'smell', 'wore', 'school', 'bc', 'third', 'grader', 'like', 'notic', 'ladi', 'also', 'came', 'home', 'excit', 'mani', 'compliment', 'got', 'aforement', 'ladi', 'great', 'smell', 'smell', 'like', 'superhero', 'onli', 'need', 'tini', 'amount', 'last', 'long', 'time', 'use', 'befor', 'blow', 'dri', 'straighten', 'cur', 'frizz', 'prone', 'hair', 'leav', 'silki', 'soft', 'healthi', 'look', 'soft', 'silki', 'hair']"
kaylee,female,"['pictur', 'purplish', 'bottl', 'shown', 'differ', 'receiv', 'receiv', 'red', 'bottleswhen', 'order', 'purpos', 'order', 'red', 'bottl', 'becaus', 'kind', 'weigh', 'hair', 'lot', 'hard', 'rins', 'complet', 'wast', 'moneyi', 'order', 'seller', 'unless', 'updat', 'pictur', 'item', 'clear', 'actual', 'receiv', 'expect']"
keira,female,"['say', 'pick', 'next', 'color', 'didnt', 'think', 'would', 'differ', 'fault', 'didnt', 'want', 'deal', 'return', 'lighter', 'color', 'dark']"
keith,male,"['electrician', 'sinc', 'use', 'az', 'live', 'love', 'becaust', 'first', 'come', 'hum', 'fan', 'control', 'well', 'move', 'ark', 'grandchildren', 'nobodi', 'carri', 'went', 'onlin', 'found', 'exact', 'brand', 'pay', 'dollar', 'suppli', 'hous', 'half', 'ive', 'instal', 'exact', 'one', 'use', 'get', 'work', 'beauti', 'besid', 'ship', 'right', 'door', 'free', 'call', 'bargain', 'great', 'speed', 'control', 'inexpens', 'price', 'son', 'broke', 'origin', 'glass', 'globe', 'kick', 'ball', 'opt', 'acryl', 'replac', 'sinc', 'could', 'happen', 'think', 'wouldnt', 'look', 'good', 'glass', 'match', 'glass', 'globe', 'nice', 'veri', 'nice', 'look', 'good', 'glass', 'globe', 'grandson', 'think', 'construct', 'expert', 'spend', 'time', 'toy', 'often', 'delay', 'eat', 'meal', 'bruder', 'rock', 'great', 'littl', 'light', 'compact', 'lightweight', 'veri', 'bright', 'would', 'recommend', 'safeti', 'issu', 'get', 'one', 'great', 'accessori', 'man', 'woman', 'product', 'doe', 'exact', 'state', 'doi', 'recommend', 'anyon', 'red', 'hair', 'want', 'red', 'hair', 'wife', 'hair', 'unnatur', 'red', 'work', 'well', 'unsur', 'use', 'effect', 'product', 'would', 'someon', 'natur', 'red', 'hair', 'assum', 'would', 'unnecessari', 'work', 'well', 'wife', 'love', 'know', 'meant', 'make', 'howev', 'use', 'woodshop', 'product', 'work', 'great', 'get', 'last', 'littl', 'bit', 'wood', 'filler', 'contain', 'ladi', 'sinc', 'packag', 'multi', 'pack', 'wife', 'use', 'product', 'makeup', 'said', 'would', 'give', 'star', 'head', 'littl', 'larg', 'makeup', 'bottl', 'great', 'shop', 'use']"
kelli,female,"['love', 'glue', 'work', 'perfect', 'cluster', 'lash', 'would', 'definit', 'recommend', 'use', 'ardel', 'lash', 'free', 'eyelash', 'adhes', 'remov', 'glue', 'particular', 'glue', 'dissolv', 'almost', 'immedi', 'adhes', 'remov', 'perfect', 'cluster', 'lash']"
ken,male,"['name', 'say', 'loveless', 'right', 'love', 'product', 'less', 'ash', 'vac', 'job', 'fact', 'filter', 'could', 'block', 'ash', 'wood', 'stove', 'ash', 'went', 'instant', 'filter', 'motor', 'vent', 'doubl', 'check', 'filter', 'fit', 'everyth', 'place', 'intent', 'onli', 'use', 'cold', 'ash', 'general', 'clean', 'around', 'stove', 'protect', 'home', 'dust', 'possibl', 'vac', 'fire', 'filter', 'work', 'sure', 'would', 'great', 'vacuum', 'filter', 'fit', 'old', 'school', 'filter', 'materi', 'thin', 'updat', 'plus', 'dollar', 'filter', 'actual', 'job', 'loveless', 'differ', 'size', 'love', 'use', 'everyon', 'veri', 'use', 'well', 'built', 'love', 'plier', 'realli', 'would', 'wast', 'money', 'weak', 'magnet', 'cheapli', 'made', 'redeem', 'valu', 'probabl', 'garag', 'sale', 'item', 'worthless', 'work', 'tight', 'spot', 'pain', 'old', 'way', 'save', 'lot', 'bloodi', 'nuckl', 'time', 'saver', 'great', 'tool', 'great', 'mobil', 'stand', 'better', 'assembl', 'skill', 'common', 'sens', 'look', 'care', 'pictur', 'box', 'help', 'understand', 'direct', '1st', 'direct', 'instruct', 'work', 'base', 'preassembl', 'preassembl', 'start', 'guess', 'bolt', 'goe', 'dont', 'match', 'pictur', 'instruct', 'base', 'assembl', 'show', 'differ', 'size', 'shoulder', 'bolt', 'size', 'look', 'long', 'use', 'anyway', 'work', 'fine', 'anoth', 'thing', 'figur', 'stand', 'assembl', 'either', 'direct', 'wheel', 'go', 'either', 'end', 'stand', 'upright', 'leg', 'must', 'use', 'one', 'wheel', 'bracket', 'bolt', 'side', 'befor', 'tighten', 'sure', 'upright', 'solid', 'foot', 'end', 'place', 'yep', 'two', 'hole', 'get', 'onli', 'one', 'bolt', 'take', 'time', 'long', 'full', 'thread', 'bolt', 'go', 'bolt', 'planer', 'put', 'asid', 'arent', 'long', 'enough', 'go', 'planer', 'tabl', 'planer', 'base', 'go', 'buy', 'inch', 'longer', 'befor', 'disappoint', 'becaus', 'hardwar', 'store', 'close', 'yeah', 'realli', 'fun', 'guess', 'game', 'come', 'togeth', 'make', 'great', 'studi', 'stand', 'planer', 'throw', 'direct', 'great', 'gun', 'especi', 'pricelight', 'weight', 'well', 'built', 'well', 'known', 'brand', 'whi', 'tri', 'brandi', 'dont', 'use', 'everyday', 'last', 'long', 'time', 'great', 'gun', 'high', 'qualiti', 'tool', 'use', 'right', 'wrapper', 'great', 'job', 'held', 'edg', 'well', 'great', 'scraper', 'new', 'improv', 'alert', 'flug', 'ton', 'better', 'old', 'style', 'well', 'worth', 'money', 'sure', 'save', 'lot', 'step', 'mail', 'alert', 'flag']"
kendra,female,"['doesnt', 'work', 'bought', 'time', 'still', 'result', 'dont', 'recommend', 'much', 'money', 'someth', 'doesnt', 'work', 'doesnt', 'work']"
kenia,female,"['clean', 'eleg', 'fragranc', 'strong', 'enough', 'stay', 'sens', 'gave', 'gift', 'told', 'use', 'year', 'classic', 'fragranc']"
kenneth,male,"['brother', 'wish', 'list', 'gift', 'went', 'look', 'found', 'amazon', 'good', 'price', 'good', 'gift', 'doe', 'suppos', 'quit', 'suffici', 'weller', 'solder', 'iron', 'sit', 'right', 'spong', 'help', 'heavi', 'duti', 'solder', 'iron', 'stand', 'jumper', 'cabl', 'bag', 'perfect', 'size', 'quit', 'durabl', 'expect', 'canvass', 'materi', 'zipper', 'heavi', 'duti', 'want', 'dissapoint', 'real', 'scent', 'packag', 'look', 'ident', 'scent', 'cheap', 'purfum', 'smell', 'miss', 'sweet', 'part', 'scent', 'polo', 'shame', 'throw', 'away', 'save', 'cheap', 'bottl', 'depart', 'store', 'sell', 'real', 'stuff', 'never', 'ever', 'attempt', 'buy', 'cologn', 'amazon', 'almost', 'order', 'drakkar', 'etern', 'order', 'polo', 'ship', 'whew', 'could', 'wast', 'anoth', 'still', 'want', 'back', 'damn', 'cant', 'return', 'anyth', 'back', 'amazon', 'flamabl', 'scam', 'public', 'trade', 'compani', 'felt', 'got', 'scame', 'wharf', 'polo', 'real', 'product', 'miracl', 'producti', 'never', 'ever', 'use', 'product', 'sooth', 'heal', 'skin', 'well', 'keep', 'well', 'hydrat', 'amaz', 'exact', 'would', 'expect', '32oz', 'aceton', 'use', 'along', 'steel', 'wool', 'remov', 'water', 'spot', 'granit', 'counter', 'top', 'recommend', 'blue', 'pearl', 'granit', 'awesom', 'complain', 'sent', 'two', 'bottl', 'order', 'three', 'complain', 'order', 'shave', 'cologn', 'go', 'back', 'check', 'order', 'found', 'order', 'cologn', 'goof', 'big', 'time', 'amazon', 'veri', 'graccious', 'work', 'thing', 'truli', 'wonder', 'servic', 'custom', 'servic', 'satisfact', 'im', 'perman', 'buyer', 'outgreat', 'servic', 'great', 'peopl', 'cant', 'recommend', 'high', 'enough', 'english', 'leather', 'cologn']"
